rate_hz,time_s,mean_fleet_rms_error_m,std_fleet_rms_error_m,p95_fleet_rms_error_m,mean_centroid_error_m,std_centroid_error_m,p95_centroid_error_m,mean_shape_rms_error_m,std_shape_rms_error_m,p95_shape_rms_error_m
10,8.1,0.2537839,0.1020718,0.3878925,0.2480434,0.1035529,0.3831108,0.04517599,0.02407391,0.07025991
10,8.2,0.2557066,0.1036745,0.3912651,0.2511157,0.1048033,0.3877148,0.04155449,0.01990667,0.07293939
10,8.3,0.2586825,0.1047932,0.3959316,0.2542107,0.1060482,0.3923393,0.04011302,0.02135282,0.05912313
10,8.4,0.2620725,0.1057933,0.4000574,0.2572858,0.1073016,0.3969804,0.03996193,0.02478796,0.06686774
10,8.5,0.2643147,0.1076999,0.4036545,0.260373,0.1085626,0.4015245,0.03720581,0.0230939,0.06310765
10,8.6,0.2669422,0.1088006,0.4082837,0.2634573,0.1098397,0.4062338,0.03469271,0.02124993,0.05711296
10,8.7,0.2700379,0.1097664,0.4125786,0.2665338,0.1111055,0.4108911,0.03297523,0.02321148,0.06102623
10,8.8,0.2736746,0.1105694,0.4166576,0.2695999,0.1123681,0.4155426,0.03316765,0.02777056,0.075486
10,8.9,0.2764604,0.1117038,0.4211522,0.2726586,0.113642,0.4202265,0.03222223,0.02584252,0.07855391
10,9,0.2788694,0.1132595,0.4255261,0.2757246,0.1149125,0.4250397,0.0304948,0.02190486,0.07009176
10,9.1,0.2820459,0.1144836,0.4302069,0.2788014,0.1161776,0.429785,0.03126742,0.0222612,0.06892148
10,9.2,0.2852115,0.1158023,0.4352354,0.2818661,0.1174526,0.4346047,0.03184585,0.02333424,0.07192398
10,9.3,0.2884965,0.1172458,0.4402724,0.2849352,0.1187116,0.4393808,0.03327598,0.02526251,0.06846548
10,9.4,0.2913937,0.1186694,0.4453184,0.2880094,0.1199656,0.4441821,0.03339553,0.0240989,0.06524807
10,9.5,0.2943309,0.1200025,0.4497807,0.2910928,0.1212193,0.4488938,0.03248118,0.0243177,0.05706136
10,9.6,0.2976608,0.1210344,0.4543713,0.2941441,0.1224793,0.4535611,0.03294787,0.02638625,0.04921002
10,9.7,0.300663,0.1221706,0.4589844,0.2972285,0.123733,0.4583287,0.03219935,0.02619049,0.05606969
10,9.8,0.3040502,0.1230295,0.4635191,0.300297,0.1249923,0.4629795,0.03396978,0.02619447,0.06083513
10,9.9,0.3072708,0.1240038,0.4682126,0.3033798,0.1262586,0.467697,0.03496838,0.0254894,0.05932735
10,10,0.3103894,0.1251284,0.4730956,0.3064796,0.1275233,0.4725827,0.03394882,0.02684282,0.06332387
10,10.1,0.3132447,0.1269165,0.4780419,0.3095776,0.1287922,0.4774318,0.03412721,0.02643103,0.0558793
10,10.2,0.3158955,0.1283999,0.4827419,0.3126586,0.1300555,0.4821675,0.0333003,0.02337647,0.0537401
10,10.3,0.3188293,0.1295603,0.4872892,0.3157611,0.1313174,0.4868991,0.03126486,0.02371071,0.06072615
10,10.4,0.3216354,0.1308216,0.4922373,0.3188877,0.1325816,0.4917734,0.03013127,0.02081682,0.06469894
10,10.5,0.3246718,0.1321517,0.4972963,0.3219905,0.1338508,0.496602,0.02994872,0.02071382,0.0624096
10,10.6,0.3279465,0.1333015,0.5021917,0.3251344,0.1351158,0.5014307,0.03041684,0.02173178,0.07059927
10,10.7,0.3308197,0.1349041,0.5070475,0.3282557,0.1363922,0.5062575,0.02988047,0.020863,0.05846081
10,10.8,0.3338211,0.1362576,0.5116972,0.3313761,0.1376681,0.5110107,0.02955394,0.02015613,0.05972407
10,10.9,0.3369446,0.1375058,0.5163832,0.3344932,0.1389349,0.5158307,0.02996026,0.01981571,0.05894786
10,11,0.339709,0.1390296,0.5211078,0.3375951,0.1401937,0.520625,0.02923811,0.01679794,0.05632558
10,11.1,0.3428131,0.1402804,0.5258961,0.340698,0.1414746,0.5253978,0.03001514,0.01539446,0.05663275
10,11.2,0.3459218,0.1415624,0.5306677,0.3438109,0.1427419,0.5301529,0.02994736,0.01591201,0.05248261
10,11.3,0.3490022,0.1428716,0.5355334,0.3469235,0.1440166,0.5347733,0.0296707,0.01635827,0.05067082
10,11.4,0.3520301,0.1442315,0.5400115,0.350017,0.1452843,0.5394785,0.02975937,0.01583027,0.04835076
10,11.5,0.3552453,0.1455082,0.5449152,0.35311,0.146581,0.5443366,0.03181026,0.01461716,0.05163606
10,11.6,0.3584909,0.1467082,0.5495287,0.3562151,0.147871,0.5490412,0.0329297,0.01510421,0.05586866
10,11.7,0.3617213,0.1478559,0.5542261,0.3593232,0.1491434,0.55373,0.03401959,0.01481408,0.05259564
10,11.8,0.3647553,0.1491882,0.5590065,0.3624431,0.1504338,0.5585413,0.03312677,0.01554115,0.05104415
10,11.9,0.3678843,0.150327,0.5635557,0.3655272,0.1516969,0.5630882,0.03306073,0.01598246,0.05392689
10,12,0.3710517,0.151547,0.5684442,0.3685943,0.1529853,0.5677033,0.03348217,0.01718099,0.05963721
10,12.1,0.3739849,0.1529595,0.5735311,0.3716578,0.1543048,0.5724252,0.03291426,0.01651532,0.05621325
10,12.2,0.3770863,0.1542357,0.5783054,0.3747496,0.155583,0.5770868,0.03346429,0.01590736,0.05681322
10,12.3,0.3801704,0.1554119,0.5827468,0.3778112,0.1569011,0.5818385,0.03332712,0.01575079,0.06634174
10,12.4,0.3830881,0.1567164,0.5873308,0.3808503,0.158202,0.5864013,0.03209515,0.01572641,0.06110046
10,12.5,0.3861485,0.1581537,0.5921518,0.3839106,0.1595249,0.5909642,0.03278867,0.01570916,0.06509626
10,12.6,0.3890365,0.1595595,0.5967224,0.3869631,0.1608499,0.5956685,0.0320967,0.01398895,0.05942331
10,12.7,0.3918905,0.1610005,0.6011627,0.3900138,0.1621655,0.6003323,0.03118344,0.0120213,0.05766019
10,12.8,0.3950038,0.1623164,0.6059503,0.3930668,0.1635224,0.6050281,0.0313345,0.01343008,0.05606986
10,12.9,0.398038,0.1637369,0.6112843,0.3961288,0.1648568,0.6096754,0.03152399,0.01349169,0.0584105
10,13,0.4010726,0.1651383,0.6159394,0.399159,0.1661895,0.6143716,0.03193774,0.01377811,0.05811428
10,13.1,0.4040696,0.1665159,0.6203727,0.4022336,0.1675364,0.6191228,0.03144252,0.01329258,0.05298397
10,13.2,0.4071536,0.1678762,0.6251675,0.4052758,0.1688588,0.6237097,0.03188835,0.01430563,0.05647186
10,13.3,0.410171,0.1693937,0.6293332,0.408329,0.1702107,0.6285098,0.0321418,0.01490347,0.05612632
10,13.4,0.4134395,0.1705133,0.63395,0.4114081,0.1715687,0.6332875,0.03363706,0.01455251,0.05668101
10,13.5,0.4163132,0.1720653,0.6387164,0.4144418,0.1729282,0.6381202,0.03344714,0.01269647,0.05586597
10,13.6,0.4193201,0.1734853,0.6434369,0.417524,0.1742924,0.6428634,0.03264666,0.01340163,0.0587546
10,13.7,0.4223352,0.1748716,0.6482023,0.4205641,0.1756377,0.6476843,0.03255764,0.01367928,0.05561486
10,13.8,0.4254858,0.1761782,0.6529043,0.4236529,0.1769812,0.6523978,0.03277262,0.01497171,0.06251296
10,13.9,0.4284269,0.1774668,0.6573715,0.4267307,0.1783257,0.6569091,0.03133101,0.01371,0.05605532
10,14,0.4316555,0.1787713,0.6621326,0.4298365,0.179642,0.6615717,0.0329093,0.01405076,0.05608954
10,14.1,0.4347284,0.1800259,0.6666418,0.4328431,0.1809639,0.6661769,0.03303632,0.01530408,0.05886682
10,14.2,0.4374485,0.1817596,0.6713555,0.4358744,0.1823167,0.6709389,0.03159824,0.01389964,0.0533997
10,14.3,0.4406368,0.1829735,0.675958,0.4389299,0.1836556,0.6754855,0.0324409,0.01491414,0.05487875
10,14.4,0.4438452,0.1842399,0.6808194,0.442018,0.1850088,0.6804685,0.03377189,0.01481227,0.05659198
10,14.5,0.4469185,0.1857753,0.6854784,0.4451121,0.1864026,0.6851314,0.03479369,0.01372454,0.05459794
10,14.6,0.4497709,0.187137,0.6903218,0.4481758,0.1877113,0.6900753,0.03292155,0.01230893,0.05060882
10,14.7,0.4529429,0.1883647,0.6949723,0.4512462,0.1890364,0.6947414,0.03378842,0.01263482,0.05716497
10,14.8,0.4560757,0.1897499,0.6997066,0.4543119,0.190398,0.6994985,0.03501165,0.01239178,0.05800212
10,14.9,0.4591294,0.1911478,0.7043265,0.4574178,0.1917361,0.704034,0.03473123,0.01250464,0.05710791
10,15,0.4621693,0.1923945,0.7090889,0.4604851,0.1930288,0.7086859,0.03435431,0.01220298,0.05433568
10,15.1,0.465231,0.193803,0.71376,0.4635134,0.1943636,0.7134208,0.03510646,0.0128116,0.05558035
10,15.2,0.4682743,0.1951225,0.718526,0.4665718,0.1957131,0.7181568,0.03504317,0.0123204,0.0549679
10,15.3,0.4715038,0.1961625,0.723279,0.4696139,0.1970441,0.7229534,0.03579179,0.01330789,0.05434545
10,15.4,0.4743657,0.1976021,0.7279139,0.4726494,0.1983983,0.7275667,0.03443734,0.01213663,0.0554807
10,15.5,0.4775914,0.1988668,0.7325353,0.4756989,0.1997535,0.7321362,0.03642113,0.01222053,0.05466738
10,15.6,0.4805742,0.2003758,0.7371449,0.478765,0.2011246,0.7367364,0.03628657,0.0118485,0.05650122
10,15.7,0.483567,0.2019132,0.7420632,0.4818041,0.2025394,0.7414896,0.03646286,0.01177498,0.05744238
10,15.8,0.4864743,0.2033511,0.7468982,0.4848353,0.2038994,0.746338,0.03531313,0.01182361,0.05860563
10,15.9,0.4894544,0.2048548,0.7516053,0.4878802,0.2053065,0.75106,0.03469086,0.01294285,0.05963637
10,16,0.4925736,0.2062694,0.7562655,0.4909388,0.2066985,0.7558166,0.03497616,0.01508367,0.05898139
10,16.1,0.4957985,0.2075995,0.7611462,0.4940184,0.2080666,0.7605615,0.0371639,0.01437955,0.06134017
10,16.2,0.4987228,0.2089684,0.7657874,0.4970726,0.2094642,0.7652979,0.03579755,0.01316787,0.05590252
10,16.3,0.5019597,0.2102596,0.7705648,0.5001639,0.2108577,0.769996,0.03710818,0.01388806,0.05972147
10,16.4,0.5052102,0.2115179,0.7752724,0.5032241,0.2122443,0.7749444,0.038087,0.01653892,0.07120407
10,16.5,0.5084205,0.2127449,0.7801083,0.5062633,0.2136574,0.7798413,0.03869196,0.01841403,0.07193211
10,16.6,0.5114623,0.2142398,0.7849421,0.5093179,0.2151005,0.7846564,0.03905447,0.01814138,0.07364848
10,16.7,0.5146259,0.2156209,0.7896499,0.5124033,0.2165307,0.7893787,0.03920612,0.01979076,0.08377065
10,16.8,0.5177018,0.2170129,0.7943849,0.51543,0.2179063,0.7940159,0.03998642,0.01997598,0.08533946
10,16.9,0.5209117,0.2184153,0.7993639,0.5185069,0.2193385,0.7989056,0.04133058,0.02070949,0.08497855
10,17,0.5238804,0.2199435,0.8040589,0.5215474,0.2207386,0.8037872,0.0409717,0.02121195,0.08231025
10,17.1,0.5269961,0.2213277,0.808955,0.5245948,0.2221341,0.8086077,0.04204708,0.02096591,0.08108949
10,17.2,0.5303584,0.222172,0.8136974,0.5276045,0.2235003,0.8133953,0.04394642,0.02102287,0.07980611
10,17.3,0.533135,0.2236825,0.8184439,0.53062,0.224897,0.8181759,0.04253204,0.01916335,0.0688289
10,17.4,0.5362648,0.2251858,0.8233674,0.5337034,0.2263053,0.8230904,0.04329832,0.02014938,0.07124565
10,17.5,0.539141,0.2266131,0.8283744,0.5367349,0.227717,0.8280882,0.04172675,0.01976392,0.06925707
10,17.6,0.5420195,0.2279263,0.8329426,0.539704,0.2290924,0.8325624,0.04071889,0.0189296,0.0683279
10,17.7,0.5449645,0.2294721,0.8378735,0.5427373,0.2305074,0.8376049,0.04067108,0.01823773,0.07404041
10,17.8,0.5479862,0.2308106,0.8426127,0.5457826,0.2318998,0.842341,0.04042885,0.01767864,0.06437145
10,17.9,0.5509093,0.232469,0.8474544,0.5488345,0.2333055,0.8471142,0.04041872,0.01710467,0.06952908
10,18,0.5540485,0.2337775,0.8524174,0.5519121,0.2347119,0.852125,0.03993205,0.01926,0.0700515
10,18.1,0.5573401,0.2348706,0.857384,0.5549647,0.2361361,0.8571118,0.04062342,0.02116641,0.07110822
10,18.2,0.5602759,0.2363244,0.8621741,0.5580277,0.2375154,0.8619073,0.0398745,0.02020971,0.06461976
10,18.3,0.5636205,0.2376416,0.8670865,0.5610321,0.2389311,0.8668211,0.04253627,0.02334671,0.0725521
10,18.4,0.5665052,0.239167,0.8721669,0.5640697,0.2403371,0.8718385,0.04116558,0.02352916,0.07025144
10,18.5,0.5692632,0.2408911,0.8769335,0.5670303,0.2416937,0.8765063,0.04076773,0.02310871,0.07705741
10,18.6,0.5723677,0.2424714,0.8818499,0.5701156,0.2431109,0.8814981,0.04132776,0.02449389,0.08482535
10,18.7,0.5753987,0.2438424,0.8867304,0.5731615,0.2445265,0.886354,0.04106353,0.02440881,0.08588456
10,18.8,0.5788072,0.2450099,0.8915716,0.5762581,0.2459254,0.8912515,0.04336402,0.02589464,0.08331727
10,18.9,0.5819594,0.2462679,0.8963538,0.57931,0.2473103,0.89596,0.04441104,0.02545405,0.0861973
10,19,0.5848062,0.2477942,0.9013071,0.5823241,0.2486814,0.9007226,0.04447345,0.02295597,0.08083824
10,19.1,0.5876411,0.2495719,0.9062039,0.5853231,0.25011,0.9056907,0.04415463,0.02325728,0.08812465
10,19.2,0.5908949,0.2507421,0.9110872,0.5883654,0.2514784,0.9105026,0.04663338,0.02193183,0.08879387
10,19.3,0.5940966,0.2521495,0.9160068,0.5913185,0.2528616,0.9152837,0.04856693,0.02497909,0.1005704
10,19.4,0.5972409,0.2537223,0.921177,0.5943676,0.2542509,0.9199575,0.05022897,0.02607263,0.09644297
10,19.5,0.6002526,0.2550459,0.9257785,0.5973712,0.2556569,0.92491,0.04915537,0.02787415,0.09655523
10,19.6,0.6030283,0.2562929,0.930644,0.6003467,0.2570895,0.929729,0.04702714,0.02568708,0.09030887
10,19.7,0.6061568,0.2573208,0.93563,0.6033351,0.2584938,0.934551,0.04724018,0.02526486,0.08672905
10,19.8,0.6091056,0.2589386,0.9407455,0.6063506,0.2598944,0.9393402,0.04834573,0.0238465,0.08522105
10,19.9,0.6121499,0.2602412,0.9460979,0.6093954,0.2612837,0.9442556,0.04836666,0.02314497,0.08266479
10,20,0.6150242,0.2616834,0.9509064,0.612444,0.2627273,0.9493647,0.04644755,0.02270425,0.08286106
10,20.1,0.6178277,0.2633939,0.9559102,0.6154451,0.2641828,0.9542531,0.04489898,0.02355494,0.07937185
10,20.2,0.6209506,0.2646631,0.9611226,0.618449,0.265574,0.9591488,0.04636399,0.02275975,0.07497855
10,20.3,0.6238448,0.266312,0.9667074,0.6214762,0.2670431,0.9641066,0.04521092,0.02373614,0.07412894
10,20.4,0.6269039,0.2676097,0.9712242,0.6245023,0.268472,0.9693153,0.04437237,0.02507546,0.07722675
10,20.5,0.6299006,0.2689991,0.9760794,0.6274869,0.2698435,0.9740659,0.04494125,0.02477273,0.07697231
10,20.6,0.6326969,0.2704363,0.9807103,0.6305386,0.2712427,0.9790777,0.04272202,0.02262189,0.07953337
10,20.7,0.6357399,0.2716541,0.9847835,0.6335678,0.2726104,0.9841011,0.04230997,0.02230053,0.08031926
10,20.8,0.6388764,0.2732221,0.9896838,0.6365755,0.2740787,0.9892393,0.0439615,0.02420715,0.08950212
10,20.9,0.641974,0.2743121,0.9946083,0.6396666,0.2755347,0.9940903,0.04230455,0.02359725,0.08189897
10,21,0.6447991,0.2758595,0.9994692,0.6426373,0.2769739,0.9990594,0.041621,0.02213723,0.0812921
10,21.1,0.6479235,0.2770194,1.004505,0.645712,0.2784482,1.004104,0.04065309,0.02186665,0.07778559
10,21.2,0.6508315,0.2785368,1.009354,0.6486651,0.2798908,1.008932,0.04110046,0.02071408,0.07669189
10,21.3,0.6537903,0.2800479,1.014379,0.6516849,0.2813017,1.013822,0.04064593,0.02122207,0.07838612
10,21.4,0.6566032,0.281602,1.019358,0.6546833,0.2827841,1.018633,0.03921814,0.01907402,0.08047757
10,21.5,0.6598982,0.2826046,1.024377,0.6577088,0.2842333,1.023727,0.0399265,0.02086625,0.07869631
10,21.6,0.6634531,0.2833858,1.029477,0.6607107,0.2855513,1.028778,0.04428147,0.02294454,0.08538601
10,21.7,0.6662466,0.2850158,1.034605,0.6637165,0.2869692,1.033981,0.04342323,0.02097377,0.08127599
10,21.8,0.6693599,0.2863036,1.039548,0.6666943,0.2884189,1.039049,0.04402394,0.02220411,0.08191189
10,21.9,0.672387,0.2876369,1.044695,0.6697787,0.2897722,1.04409,0.04239253,0.02367001,0.08674093
10,22,0.6752807,0.2892252,1.049543,0.6727769,0.2911574,1.049197,0.04207151,0.02383987,0.08333824
10,22.1,0.6781336,0.2906048,1.054773,0.6757852,0.2925641,1.054386,0.03992362,0.02294449,0.07837056
10,22.2,0.6813403,0.2917489,1.05983,0.6788276,0.2939077,1.059453,0.04065929,0.02435215,0.08621125
10,22.3,0.6843277,0.2933022,1.064917,0.6818629,0.2952782,1.064488,0.04119457,0.02439922,0.0848205
10,22.4,0.687382,0.2946552,1.069847,0.6849011,0.2966588,1.069408,0.04178979,0.02367586,0.07973703
10,22.5,0.690333,0.2961541,1.074972,0.6879434,0.2980794,1.074507,0.04112478,0.02329205,0.07996383
10,22.6,0.693179,0.2976551,1.080044,0.6908605,0.2994909,1.079533,0.04049834,0.02355864,0.08062831
10,22.7,0.6959988,0.2992542,1.085263,0.693791,0.3009191,1.084524,0.03907972,0.02496255,0.08706725
10,22.8,0.6991217,0.3002777,1.090171,0.6968311,0.3022682,1.089602,0.03815457,0.02518195,0.08454626
10,22.9,0.7020795,0.3017368,1.095178,0.6998682,0.3035628,1.094503,0.03808829,0.02512021,0.08019558
10,23,0.7048982,0.3033545,1.100338,0.7028382,0.3049675,1.099622,0.03736427,0.02453286,0.07697548
10,23.1,0.7082025,0.3044883,1.105546,0.7058574,0.3063076,1.10466,0.04007865,0.02624023,0.08614172
10,23.2,0.7110574,0.3062469,1.110709,0.7088439,0.3077862,1.109772,0.04011458,0.02587204,0.0861766
10,23.3,0.7141001,0.3075087,1.11561,0.7118221,0.3091673,1.114683,0.04038954,0.02606362,0.08842434
10,23.4,0.7170957,0.3090017,1.120751,0.7148759,0.3105501,1.119679,0.04019628,0.02618996,0.09104242
10,23.5,0.7198853,0.310499,1.125883,0.7177916,0.3119474,1.124798,0.03901837,0.02577302,0.0893414
10,23.6,0.7227823,0.3118335,1.13118,0.7207488,0.3133348,1.129981,0.03828933,0.02465938,0.08397412
10,23.7,0.7258707,0.3131172,1.136294,0.723724,0.314767,1.135183,0.03900836,0.02525987,0.08911172
10,23.8,0.7288665,0.3143676,1.141431,0.726723,0.3161475,1.140404,0.03876763,0.02408043,0.08230155
10,23.9,0.7320826,0.3154652,1.146461,0.7296891,0.3175355,1.145475,0.04064332,0.0251709,0.08527885
10,24,0.7349264,0.3170579,1.151582,0.7326202,0.3189889,1.15054,0.04037349,0.02486939,0.08256457
10,24.1,0.73783,0.318504,1.156854,0.7356001,0.3202985,1.15567,0.04076867,0.02371798,0.07459247
10,24.2,0.7406199,0.320003,1.161789,0.7385515,0.3216498,1.160634,0.03989791,0.02209776,0.06807351
10,24.3,0.7435498,0.3214364,1.166919,0.741556,0.322924,1.165572,0.04067178,0.02042324,0.06880887
10,24.4,0.7466004,0.3226494,1.171859,0.7445144,0.324255,1.170779,0.04110349,0.02137876,0.06675975
10,24.5,0.7495614,0.3242601,1.177145,0.7475171,0.3256947,1.176011,0.04152429,0.02177287,0.07182996
10,24.6,0.7525894,0.3255636,1.18239,0.7504696,0.3270626,1.181103,0.04198058,0.02281475,0.0696315
10,24.7,0.755419,0.3272669,1.187321,0.753467,0.3284288,1.186141,0.04118165,0.0235243,0.07742349
10,24.8,0.7584483,0.3286024,1.19236,0.756484,0.3298288,1.19119,0.04116449,0.02326263,0.07835039
10,24.9,0.7616127,0.3296993,1.197566,0.7594225,0.3312073,1.196202,0.04197485,0.02560144,0.07872562
10,25,0.7644864,0.331233,1.202672,0.7624117,0.3325405,1.201208,0.04207352,0.02456378,0.08798589
10,25.1,0.7673958,0.3328193,1.208142,0.7654361,0.333893,1.206269,0.0420685,0.02415271,0.08832729
10,25.2,0.77028,0.3343319,1.213282,0.7684256,0.3352803,1.211363,0.04135828,0.02383368,0.08349745
10,25.3,0.7730173,0.3360543,1.218238,0.7714059,0.3366094,1.21648,0.04029075,0.02318361,0.0829431
10,25.4,0.7760277,0.3373948,1.222848,0.7744354,0.3378966,1.221535,0.03979531,0.02434869,0.07999471
10,25.5,0.7789958,0.3387425,1.228207,0.7774064,0.3391902,1.226417,0.04002684,0.02477522,0.08655681
10,25.6,0.7820799,0.3399978,1.233077,0.7804719,0.34049,1.23155,0.03986867,0.02523244,0.08132728
10,25.7,0.785139,0.3412665,1.238034,0.7834971,0.3418514,1.236386,0.03996112,0.0251151,0.08024797
10,25.8,0.7881038,0.3427915,1.243002,0.7865049,0.3433027,1.241335,0.04061071,0.02373603,0.0763596
10,25.9,0.7910132,0.3441007,1.247848,0.7894973,0.3446012,1.246098,0.03949577,0.02313405,0.07662596
10,26,0.7940373,0.345401,1.252592,0.7925823,0.3459009,1.251127,0.0389663,0.02204909,0.07009113
10,26.1,0.7969119,0.3469279,1.257469,0.7956145,0.3472725,1.256042,0.03759181,0.02117082,0.06563765
10,26.2,0.799885,0.3482306,1.262557,0.798599,0.3485741,1.260912,0.03761893,0.02084962,0.06512087
10,26.3,0.8027947,0.3497449,1.267564,0.801558,0.3499766,1.265957,0.03736227,0.02137451,0.06772362
10,26.4,0.805723,0.3511758,1.27272,0.8045284,0.3513501,1.270826,0.03758409,0.02038117,0.06987534
10,26.5,0.8087539,0.3525381,1.277595,0.8075389,0.3527185,1.275953,0.0377625,0.02094534,0.06893858
10,26.6,0.8117042,0.3538833,1.28286,0.8105422,0.3539657,1.280891,0.03713929,0.02177282,0.07403284
10,26.7,0.8146232,0.3552578,1.287897,0.8134879,0.3552955,1.286006,0.03786677,0.02023754,0.07389214
10,26.8,0.8176735,0.3567709,1.293192,0.8164962,0.3566946,1.290928,0.0390867,0.0217143,0.07956547
10,26.9,0.8206291,0.3578964,1.298674,0.8193951,0.357894,1.295837,0.03999736,0.02116506,0.08566603
10,27,0.8236504,0.3592444,1.304116,0.8223941,0.3593077,1.300892,0.03966616,0.02179382,0.08035464
10,27.1,0.8266833,0.3605441,1.309383,0.8253567,0.3606738,1.305953,0.03993037,0.02312757,0.07876729
10,27.2,0.829666,0.3618386,1.31391,0.8283644,0.3620895,1.311192,0.03901354,0.0220873,0.07767017
10,27.3,0.832732,0.3631015,1.318959,0.8313675,0.3634309,1.316442,0.04009795,0.02141107,0.07918961
10,27.4,0.8356945,0.364502,1.324156,0.8343518,0.3648552,1.321551,0.04021168,0.02001857,0.07209139
10,27.5,0.8387846,0.3658217,1.329316,0.8374249,0.3661906,1.326771,0.04034133,0.02039549,0.07994886
10,27.6,0.8417303,0.3669458,1.334141,0.8403756,0.3673943,1.331839,0.03961613,0.02042767,0.07933519
10,27.7,0.8447025,0.3681631,1.338734,0.8433649,0.3687019,1.336834,0.03933644,0.01873556,0.07225965
10,27.8,0.8475432,0.3695976,1.343819,0.8463369,0.370015,1.341982,0.03734797,0.01933611,0.07584001
10,27.9,0.8503982,0.3711707,1.348767,0.8492337,0.3714921,1.347073,0.03749167,0.01910854,0.06869978
10,28,0.8535283,0.3722271,1.353681,0.8521178,0.3727937,1.352118,0.04033712,0.01994037,0.07299021
10,28.1,0.856415,0.3734905,1.358903,0.8550498,0.3739826,1.357141,0.04037249,0.01938688,0.07071572
10,28.2,0.8594293,0.374836,1.363645,0.8580404,0.3753671,1.362191,0.04049377,0.0196562,0.06557895
10,28.3,0.8625023,0.376179,1.368774,0.8610789,0.3767145,1.367031,0.04046596,0.02134669,0.07171941
10,28.4,0.8654538,0.3773161,1.373677,0.863903,0.3779178,1.372038,0.04230597,0.0220166,0.07914537
10,28.5,0.8683327,0.3786163,1.378543,0.8668706,0.3791391,1.377034,0.04180579,0.02085102,0.07869438
10,28.6,0.8716229,0.3798464,1.383468,0.8699171,0.3804634,1.381942,0.04484555,0.02325604,0.08680574
10,28.7,0.874528,0.3812758,1.388382,0.872861,0.3818025,1.386784,0.04512013,0.02283198,0.08663303
10,28.8,0.8774048,0.3827745,1.393196,0.8758018,0.3832545,1.391753,0.04443556,0.02262918,0.08932348
10,28.9,0.880426,0.3839338,1.397866,0.8787409,0.3844938,1.396791,0.04479823,0.02403435,0.08916658
10,29,0.8833506,0.3855109,1.402706,0.881625,0.3859733,1.401818,0.04638228,0.02417783,0.09097401
10,29.1,0.8863623,0.3866481,1.407746,0.8846416,0.387136,1.406954,0.04574508,0.02504916,0.09457027
10,29.2,0.8894461,0.3878658,1.412701,0.88762,0.3883901,1.411699,0.04697869,0.0261869,0.1015288
10,29.3,0.8922809,0.3893026,1.417858,0.8905759,0.3897765,1.417296,0.04508632,0.02628079,0.0969617
10,29.4,0.8952197,0.3906495,1.422901,0.893619,0.3910851,1.422476,0.0435936,0.02594419,0.09215804
10,29.5,0.8981039,0.392046,1.427967,0.8965089,0.3924864,1.427508,0.04382869,0.02540764,0.09248757
10,29.6,0.9011942,0.3934851,1.432933,0.899486,0.3939457,1.432277,0.04614402,0.0251733,0.09391678
10,29.7,0.9040428,0.3949573,1.438001,0.9024444,0.3953178,1.436937,0.04533969,0.02430169,0.08747564
10,29.8,0.9071429,0.3965337,1.443265,0.9054918,0.3967904,1.441542,0.04677679,0.02536709,0.08453833
10,29.9,0.9100814,0.3978859,1.448357,0.9084825,0.3981843,1.446559,0.04718052,0.02190923,0.08467418
10,30,0.9130802,0.3992336,1.453084,0.9114873,0.3995726,1.451942,0.04713745,0.02120714,0.08377392
10,30.1,0.9161665,0.4006961,1.458069,0.914429,0.4009363,1.45658,0.04976932,0.02341478,0.09331862
10,30.2,0.9193419,0.4014729,1.462962,0.917464,0.4020904,1.46138,0.05073522,0.02062279,0.08702367
10,30.3,0.9222985,0.4028282,1.467761,0.9203891,0.4034112,1.466597,0.05148756,0.02104472,0.08040073
10,30.4,0.9251141,0.4040059,1.472618,0.9233285,0.404678,1.471239,0.04979423,0.01790979,0.06894048
10,30.5,0.9277763,0.4055198,1.477423,0.9261216,0.4059932,1.476139,0.04902657,0.01774109,0.07045295
10,30.6,0.9307905,0.4066693,1.48229,0.9290382,0.4073943,1.481109,0.0491927,0.01711776,0.07528637
10,30.7,0.9336681,0.4082385,1.487271,0.9319705,0.4087549,1.485882,0.0491255,0.01927629,0.07916423
10,30.8,0.9366578,0.4094911,1.491995,0.9350216,0.4101419,1.491231,0.04770591,0.01716191,0.0663623
10,30.9,0.9396214,0.4106801,1.496856,0.9377942,0.4113937,1.49614,0.05024715,0.01915034,0.08072435
10,31,0.9424841,0.4123673,1.501983,0.9407189,0.4129268,1.500611,0.05081409,0.01787324,0.07707417
10,31.1,0.9452242,0.4137493,1.506831,0.943564,0.4142971,1.505795,0.04926461,0.01710243,0.07445427
10,31.2,0.9479833,0.4151187,1.511744,0.9465178,0.4156244,1.510954,0.04531441,0.01846562,0.07353738
10,31.3,0.950882,0.4162147,1.516484,0.9493788,0.4168851,1.515653,0.04501386,0.01776146,0.07254108
10,31.4,0.9541817,0.4175592,1.521361,0.9523846,0.418283,1.520605,0.04950126,0.02054711,0.08172646
10,31.5,0.9569697,0.4189146,1.526096,0.9552527,0.4194518,1.525162,0.04897065,0.02194194,0.08216658
10,31.6,0.9597208,0.4204127,1.530975,0.9582456,0.4208447,1.530141,0.04661968,0.01808382,0.07821122
10,31.7,0.9625211,0.42211,1.536438,0.961067,0.4223453,1.534604,0.04650502,0.02165899,0.07729084
